lean	ocaml	recursive	Code.let	Code.fun	Code.jp	Code.jmp	Code.cases	Code.return	Code.unreach	LetValue.lit	LetValue.erased	LetValue.proj	LetValue.const	LetValue.fvar	LitValue.nat	LitValue.str	LitValue.uint8	LitValue.uint16	LitValue.uint32	LitValue.uint64	LitValue.usize	Arg.erased	Arg.fvar	Arg.type	Alt.alt	Alt.default	DeclValue.code	DeclValue.extern	declHash
Effect4.Prim.armA._redArg	prim_arm_a	false	48	0	2	4	12	11	0	0	0	0	42	6	0	0	0	0	0	0	0	88	66	0	23	1	1	0	11119094666427421625
Effect4.FrameFiber.resumeValue._redArg._lam_0	frame_fiber_resume_value__red_arg__lam_0	false	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	7	1	0	0	0	1	0	7431584163432346416
List.mapTR.loop._at_.Effect4.Machine.evaluatePrim.finishFrame.spec_0._redArg	list_map_tr_loop_at_evaluate_prim_finish_frame_spec_0	true	4	0	0	0	2	2	0	0	0	0	4	0	0	0	0	0	0	0	0	11	8	0	3	0	1	0	17287571251630687663
Effect4.Machine.frameExitState._redArg	frame_exit_state	false	6	0	0	0	4	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	4	1	1	0	3323150080792739035
Effect4.Supervision.RaceAllState.initial._redArg	supervision_race_all_state_initial	false	5	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	7	12	0	0	0	1	0	11521095561100089888
Effect4.FrameFiber.setFiberInterruptible._redArg	frame_fiber_set_fiber_interruptible	false	10	0	0	0	2	2	0	0	0	0	10	0	0	0	0	0	0	0	0	28	14	0	3	0	1	0	1301864779437589495
Effect4.FrameFiber.popFrom._redArg	frame_fiber_pop_from	true	20	0	1	2	8	4	0	0	0	0	20	0	0	0	0	0	0	0	0	31	55	0	12	0	1	0	13574914668114448570
List.filterTR.loop._at_.Effect4.Supervision.WaitState.pending.spec_0._redArg	list_filter_tr_loop_at_supervision_wait_state_pending_spec_0	true	7	0	0	0	3	3	0	0	0	0	7	0	0	0	0	0	0	0	0	1	13	0	5	0	1	0	3719921678165437281
Effect4.Machine.instDecidableEqParked.decEq	inst_decidable_eq_parked_dec_eq	false	4	0	0	0	4	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	8	0	1	0	9579182051029372855
Effect4.Machine.driveStep._redArg._lam_0	drive_step__red_arg__lam_0	false	2	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	3	0	1	0	8826170119845816570
Effect4.Machine.driveStep._redArg._lam_1	drive_step__red_arg__lam_1	false	5	0	0	0	1	1	0	0	0	0	5	0	0	0	0	0	0	0	0	12	20	0	1	0	1	0	16279886124776307110
Effect4.Machine.awaitCode._redArg	await_code	false	4	0	1	2	7	3	0	0	0	0	1	3	0	0	0	0	0	0	0	0	6	0	9	1	1	0	987007544401671860
Effect4.Machine.asVoidCode._redArg	as_void_code	false	3	0	0	0	2	1	0	0	0	0	1	2	0	0	0	0	0	0	0	5	4	0	2	0	1	0	8807329887044296906
Effect4.Machine.driveStep._redArg._lam_2	drive_step__red_arg__lam_2	false	4	0	0	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	12	19	0	1	0	1	0	1418431991635009208
Effect4.Machine.driveStep._redArg._lam_3	drive_step__red_arg__lam_3	false	5	0	0	0	1	1	0	0	0	0	5	0	0	0	0	0	0	0	0	12	20	0	1	0	1	0	7140806889160081438
Effect4.Machine.drainOwed._redArg	drain_owed	true	9	0	0	0	4	3	0	0	0	0	9	0	0	0	0	0	0	0	0	22	20	0	6	0	1	0	10088898272096417826
Effect4.Machine.fireStep._redArg	fire_step	false	8	0	0	0	3	2	0	0	0	0	8	0	0	0	0	0	0	0	0	14	20	0	4	0	1	0	11655521042660505423
Effect4.Machine.settled._redArg	settled	false	2	0	0	0	4	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	6	0	1	0	13595155793738186080
Effect4.Reason.error?._redArg	reason_error_opt	false	2	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	1	1	1	0	9740046973157842075
Effect4.Reason.defect?._redArg	reason_defect_opt	false	2	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	1	1	1	0	15249820860861590240
_private.Effect4.Machine.Cause.0.Effect4.ReasonAnnotations.annotateEntries._redArg	reason_annotations_annotate_entries	false	4	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	1	9	0	0	0	1	0	3304448200719879409
Effect4.instDecidableEqReason.decEq._redArg	inst_decidable_eq_reason_dec_eq	false	9	0	0	0	7	9	0	0	0	0	7	2	0	0	0	0	0	0	0	0	16	0	12	3	1	0	16710702113939345489
Effect4.Prim.finalizerEvents._redArg	prim_finalizer_events	false	4	0	0	0	1	2	0	0	0	0	4	0	0	0	0	0	0	0	0	10	4	0	1	1	1	0	2258520336991324878
Effect4.Prim.armE._redArg	prim_arm_e	false	28	0	3	6	9	6	0	0	0	0	23	5	0	0	0	0	0	0	0	45	42	0	16	1	1	0	16917244168478877316
Effect4.Exit.restoreAfterFinalizer._redArg	exit__restore_after_finalizer	false	2	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	5	7	0	2	0	1	0	6014430395050830764
Effect4.Prim.ofExit._redArg	prim_of_exit	false	2	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	14	2	0	2	0	1	0	16389009817197033351
Effect4.Prim.ensure._redArg	prim_ensure	false	33	0	4	9	9	11	0	0	0	0	33	0	0	0	0	0	0	0	0	91	62	0	23	1	1	0	16000671565973424146
Effect4.Prim.answerOf._redArg	prim_answer_of	false	6	0	0	0	2	3	0	0	0	0	6	0	0	0	0	0	0	0	0	17	6	0	4	0	1	0	7654877575435282132
Effect4.FrameFiber.passPushed._redArg	frame_fiber_pass_pushed	false	13	0	1	4	6	2	0	0	0	0	13	0	0	0	0	0	0	0	0	45	27	0	10	0	1	0	14504598189906269554
Effect4.FrameFiber.joinPushed._redArg	frame_fiber_join_pushed	false	7	0	0	0	4	2	0	0	0	0	7	0	0	0	0	0	0	0	0	21	22	0	4	1	1	0	16539332739184919929
Effect4.FrameFiber.passOn._redArg	frame_fiber_pass_on	false	4	0	0	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	8	10	0	1	0	1	0	9227239258888689346
Effect4.Prim.passEvents._redArg	prim_pass_events	false	17	0	1	2	3	3	0	0	0	0	17	0	0	0	0	0	0	0	0	51	20	0	4	2	1	0	7449872229368965051
Effect4.FrameFiber.interrupted._redArg	frame_fiber_interrupted	false	1	0	0	0	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	11682925017443877673
Effect4.Machine.RunMachine.postTask._redArg	run_machine_post_task	false	11	0	0	0	2	2	0	0	0	0	11	0	0	0	0	0	0	0	0	22	34	0	3	0	1	0	6449095426204001561
Effect4.Machine.taskCmds._redArg	task_cmds	false	15	0	0	0	1	3	0	0	0	0	15	0	0	0	0	0	0	0	0	57	18	0	3	0	1	0	10487617852642846894
List.mapTR.loop._at_._private.Effect4.Machine.Cause.0.Effect4.ReasonAnnotations.annotateEntries.spec_0._redArg	list_map_tr_loop_at__private_effect4_machine_cause_0_effect4_reason_annotations_annotate_entries_spec_0	true	5	0	1	3	4	2	0	0	0	0	5	0	0	0	0	0	0	0	0	3	14	0	7	0	1	0	5635981845798543759
List.filterTR.loop._at_._private.Effect4.Machine.Cause.0.Effect4.ReasonAnnotations.annotateEntries.spec_1._redArg	list_filter_tr_loop_at__private_effect4_machine_cause_0_effect4_reason_annotations_annotate_entries_spec_1	true	8	0	0	0	3	3	0	0	0	0	8	0	0	0	0	0	0	0	0	1	14	0	5	0	1	0	12422886137411596854
Effect4.instDecidableEqReasonAnnotations.decEq._redArg	inst_decidable_eq_reason_annotations_dec_eq	false	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	8190202502108969402
Option.instDecidableEq._redArg	option_inst_decidable_eq	false	4	0	0	0	3	4	0	0	0	0	3	1	0	0	0	0	0	0	0	0	2	0	6	0	1	0	2622474760605170674
List.any._at_.Effect4.Cause.hasInterrupts.spec_0._redArg	list_any_at_cause_has_interrupts_spec_0	true	5	0	0	0	2	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	4	0	1	0	5972075817618985527
Effect4.Exit.mergeFinalizer._redArg	exit__merge_finalizer	false	2	0	0	0	2	3	0	0	0	0	2	0	0	0	0	0	0	0	0	5	7	0	4	0	1	0	8351527057864471637
Effect4.Prim.hasArm._redArg	prim_has_arm	false	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	2877329334732146502
Effect4.ReasonAnnotations.lookup._redArg	reason_annotations_lookup	false	3	0	0	0	2	2	0	0	0	0	3	0	0	0	0	0	0	0	0	2	3	0	3	0	1	0	8477350987100895848
Effect4.ReasonAnnotations.keys._redArg	reason_annotations_keys	false	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	5335203674161198633
Effect4.instDecidableEqReasonAnnotations.decEq._redArg._lam_0	inst_decidable_eq_reason_annotations_dec_eq__red_arg__lam_0	false	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	1139971197490777625
instDecidableEqList._redArg	inst_decidable_eq_list	false	5	0	0	0	4	5	0	0	0	0	4	1	0	0	0	0	0	0	0	0	5	0	8	0	1	0	4262292771593005773
Effect4.Reason.tag._redArg	reason_tag	false	3	0	0	0	1	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	14832341672318620149
Effect4.instDecidableEqReasonTag	inst_decidable_eq_reason_tag	false	3	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	2715974501176864896
Effect4.Prim.arms._redArg	prim_arms	false	38	0	1	2	1	10	0	0	0	0	38	0	0	0	0	0	0	0	0	24	28	0	10	1	1	0	3053267191870223295
List.elem._at_.Effect4.Prim.hasArm.spec_0	list_elem_at_prim_has_arm_spec_0	true	3	0	0	0	2	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	4	0	1	0	4437249594568005897
List.find?._at_.Effect4.ReasonAnnotations.lookup.spec_0._redArg	list_find_opt_at_reason_annotations_lookup_spec_0	true	4	0	0	0	3	3	0	0	0	0	4	0	0	0	0	0	0	0	0	2	5	0	5	0	1	0	5593482754261740433
List.mapTR.loop._at_.Effect4.ReasonAnnotations.keys.spec_0._redArg	list_map_tr_loop_at_reason_annotations_keys_spec_0	true	3	0	0	0	2	2	0	0	0	0	3	0	0	0	0	0	0	0	0	1	5	0	3	0	1	0	17855782974977117407
instDecidableEqProd._redArg	inst_decidable_eq_prod	false	2	0	0	0	3	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	4	0	1	0	263499270122420040
List.hasDecEq._redArg	list_has_dec_eq	true	5	0	0	0	5	6	0	0	0	0	4	1	0	0	0	0	0	0	0	0	5	0	10	0	1	0	13825789189740611004
Effect4.ReasonTag.ctorIdx	reason_tag_ctor_idx	false	3	0	0	0	1	3	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	1	0	8708194561138236498
Effect4.instDecidableEqArm	inst_decidable_eq_arm	false	3	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	5179716888772940440
Effect4.Arm.ctorIdx	arm_ctor_idx	false	3	0	0	0	1	3	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	1	0	17802049634893114811
